"ID","Gemeinde","Text","Staerkste_Partei"
5520,"Essertines-sur-Yverdon VD","Ganz knapp ist die #Party_1_partei_bezeichnung_de die grösste Partei geblieben in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen und blieb damit #Party_1_distance_to_next Prozentpunkte vor der #Party_2_partei_bezeichnung_de. Diese musste sich mit #Party_2_partei_staerke Prozent mit Platz zwei begnügen. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Third_big_jump_percentage","SVP"
5521,"Etagnières VD","Etwas Besonderes gab es in #Gemeinde_d: Die #Party_1_partei_bezeichnung_de und die #Party_2_partei_bezeichnung_de sind genau gleich stark. Mit je #Party_1_partei_staerke Prozent kommen beide Parteien auf den gleichen Wähleranteil.  Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","Grüne"
5522,"Fey VD","Die #Party_1_partei_bezeichnung_de ist weiterhin die stärkste Partei in #Gemeinde_d. Mit #Party_1_partei_staerke Prozent Wähleranteil verwies sie die #Party_2_partei_bezeichnung_de allerdings nur mit #Party_1_distance_to_next Prozentpunkten Abstand auf den zweiten Platz. Diese holte #Party_2_partei_staerke Prozent. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5523,"Froideville VD","Keine Revolution in #Gemeinde_d: Unverändert belegten #Party_1_partei_bezeichnung_de, #Party_2_partei_bezeichnung_de und #Party_3_partei_bezeichnung_de die ersten drei Plätze. Sie holten #Party_1_partei_staerke (#Party_1_plus_minus_d), #Party_2_partei_staerke (#Party_2_plus_minus_d) respektive #Party_3_partei_staerke Prozent (#Party_3_plus_minus_d) der Stimmen.  ","SVP"
5527,"Morrens VD","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Zweitstärkste Partei in #Gemeinde_d ist die #Party_2_partei_staerke, die sich gegenüber den Wahlen 2019 um #Party_2_differenz_partei_staerke Prozentpunkte verbesserte. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5529,"Oulens-sous-Echallens VD","Keine Änderung an der Spitze in #Gemeinde_d: #Party_1_partei_bezeichnung_de holte wie vor vier Jahren die meisten Stimmen (#Party_1_partei_staerke Prozent, #Party_1_plus_minus_d). Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","FDP"
5530,"Pailly VD","Unverändert ist die #Party_1_partei_bezeichnung_de die stärkste Partei in #Gemeinde_d geblieben, mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5531,"Penthéréaz VD","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Third_tie_fourth","FDP"
5533,"Poliez-Pittet VD","Die #Party_1_partei_bezeichnung_de ist weiterhin die stärkste Partei in #Gemeinde_d. Mit #Party_1_partei_staerke Prozent Wähleranteil verwies sie die #Party_2_partei_bezeichnung_de allerdings nur mit #Party_1_distance_to_next Prozentpunkten Abstand auf den zweiten Platz. Diese holte #Party_2_partei_staerke Prozent. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5534,"Rueyres VD","Ganz knapp ist die #Party_1_partei_bezeichnung_de die grösste Partei geblieben in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen und blieb damit #Party_1_distance_to_next Prozentpunkte vor der #Party_2_partei_bezeichnung_de. Diese musste sich mit #Party_2_partei_staerke Prozent mit Platz zwei begnügen. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Third_big_jump_percentage","SVP"
5535,"Saint-Barthélemy VD","Unverändert ist die #Party_1_partei_bezeichnung_de die stärkste Partei in #Gemeinde_d geblieben, mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5537,"Villars-le-Terroir VD","Keine Änderung an der Spitze in #Gemeinde_d: #Party_1_partei_bezeichnung_de holte wie vor vier Jahren die meisten Stimmen (#Party_1_partei_staerke Prozent, #Party_1_plus_minus_d). Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Third_big_jump_percentage","SVP"
5539,"Vuarrens VD","Keine Änderung an der Spitze in #Gemeinde_d: #Party_1_partei_bezeichnung_de holte wie vor vier Jahren die meisten Stimmen (#Party_1_partei_staerke Prozent, #Party_1_plus_minus_d). Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5540,"Montilliez VD","Die Reihenfolge der Parteien in #Gemeinde_d hat sich im Vergleich zu den Wahlen 2019 nicht verändert: Die #Party_1_partei_bezeichnung_de blieb mit #Party_1_partei_staerke Prozent die stärkste Kraft, gefolgt von der #Party_2_partei_bezeichnung_de (#Party_2_partei_staerke Prozent, #Party_2_plus_minus_d) und der #Party_3_partei_bezeichnung_de (#Party_3_partei_staerke, #Party_3_plus_minus_d).  ","SVP"
5541,"Goumoëns VD","Die #Party_1_partei_bezeichnung_de ist weiterhin die stärkste Partei in #Gemeinde_d. Mit #Party_1_partei_staerke Prozent Wähleranteil verwies sie die #Party_2_partei_bezeichnung_de allerdings nur mit #Party_1_distance_to_next Prozentpunkten Abstand auf den zweiten Platz. Diese holte #Party_2_partei_staerke Prozent. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5551,"Bonvillars VD","Ganz knapp ist die #Party_1_partei_bezeichnung_de die grösste Partei geblieben in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen und blieb damit #Party_1_distance_to_next Prozentpunkte vor der #Party_2_partei_bezeichnung_de. Diese musste sich mit #Party_2_partei_staerke Prozent mit Platz zwei begnügen. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Third_big_jump_percentage","SVP"
5552,"Bullet VD","Keine Revolution in #Gemeinde_d: Unverändert belegten #Party_1_partei_bezeichnung_de, #Party_2_partei_bezeichnung_de und #Party_3_partei_bezeichnung_de die ersten drei Plätze. Sie holten #Party_1_partei_staerke (#Party_1_plus_minus_d), #Party_2_partei_staerke (#Party_2_plus_minus_d) respektive #Party_3_partei_staerke Prozent (#Party_3_plus_minus_d) der Stimmen.  ","SVP"
5553,"Champagne VD","Neue stärkste Kraft in #Gemeinde_d: Die #Party_1_partei_bezeichnung_de hat mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d) die meisten Stimmen geholt und verbessert sich damit von Rang #Party_1_rank_in_commune_prev auf den ersten Platz. Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Third_big_jump_percentage","FDP"
5554,"Concise VD","Ganz knapp ist die #Party_1_partei_bezeichnung_de die grösste Partei geblieben in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen und blieb damit #Party_1_distance_to_next Prozentpunkte vor der #Party_2_partei_bezeichnung_de. Diese musste sich mit #Party_2_partei_staerke Prozent mit Platz zwei begnügen. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Third_big_jump_percentage","SVP"
5555,"Corcelles-près-Concise VD","#Gemeinde_d hat neu die meisten Stimmen an die #Party_1_partei_bezeichnung_de vergeben. Die Partei holte #Party_1_partei_staerke Prozent der Stimmen (#Party_1_plus_minus_d). Das bedeutet, dass sie sich von Rang #Party_1_rank_in_commune_prev auf den ersten Platz verbessert hat. Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5556,"Fiez VD","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Stark eingebüsst hat die drittplatzierte #Party_3_partei_bezeichnung_de. Sie machte noch #Party_3_partei_staerke Prozent Wähleranteil, was einen Verlust von #Party_2_differenz_partei_staerke_abs Prozentpunkte bedeutet.","Grüne"
5557,"Fontaines-sur-Grandson VD","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","Grüne"
5559,"Giez VD","Ganz knapp ist die #Party_1_partei_bezeichnung_de die grösste Partei geblieben in #Gemeinde_d. Sie holte #Party_1_partei_staerke Prozent der Stimmen und blieb damit #Party_1_distance_to_next Prozentpunkte vor der #Party_2_partei_bezeichnung_de. Diese musste sich mit #Party_2_partei_staerke Prozent mit Platz zwei begnügen. Die Veränderungen gegenüber 2019: #Party_1_partei_bezeichnung_de: #Party_1_plus_minus_d; #Party_2_partei_bezeichnung_de: #Party_2_plus_minus_d. Mit einem Wählerstimmenanteil von #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d) ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Stark eingebüsst hat die drittplatzierte #Party_3_partei_bezeichnung_de. Sie machte noch #Party_3_partei_staerke Prozent Wähleranteil, was einen Verlust von #Party_2_differenz_partei_staerke_abs Prozentpunkte bedeutet.","FDP"
5560,"Grandevent VD","Keine Änderung an der Spitze in #Gemeinde_d: #Party_1_partei_bezeichnung_de holte wie vor vier Jahren die meisten Stimmen (#Party_1_partei_staerke Prozent, #Party_1_plus_minus_d). Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5561,"Grandson VD","In #Gemeinde_d ist die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei geblieben. Sie holte #Party_1_partei_staerke Prozent aller Stimmen (#Party_1_plus_minus_d). Zweitstärkste Partei in #Gemeinde_d ist die #Party_2_partei_staerke, die sich gegenüber den Wahlen 2019 um #Party_2_differenz_partei_staerke Prozentpunkte verbesserte. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","FDP"
5562,"Mauborget VD","Unangefochten bleibt in #Gemeinde_d die #Party_1_partei_bezeichnung_de die stärkste Partei. Sie vereinigte bei den Nationalratswahlen #Party_1_partei_staerke Prozent der Stimmen (#Party_1_plus_minus_d) auf sich, #Party_1_distance_to_next Prozentpunkte mehr als die zweitplatzierte #Party_2_partei_bezeichnung_de (#Party_2_partei_staerke Prozent, #Party_2_plus_minus_d). Zweitstärkste Partei ist mit #Party_2_partei_staerke (#Party_2_plus_minus_d gegenüber 2019) die #Party_2_partei_bezeichnung_de. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5563,"Mutrux VD","Unverändert ist die #Party_1_partei_bezeichnung_de die stärkste Partei in #Gemeinde_d geblieben, mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5564,"Novalles VD","Alles bleibt beim Alten in #Gemeinde_d: Die drei stärksten Parteien haben ihre Spitzenplätze in unveränderter Reihenfolge verteidigt: Die #Party_1_partei_bezeichnung_de geht mit #Party_1_partei_staerke Prozent (#Party_2_plus_minus_d) wiederum als stärkste Kraft aus den Nationalratswahlen. Zweitstärkste Partei ist die #Party_2_partei_bezeichnung_de (#Party_2_partei_staerke Prozent, #Party_2_plus_minus_d), drittstärkste die #Party_3_partei_bezeichnung_de (#Party_3_partei_staerke Prozent, #Party_3_plus_minus_d).  ","SVP"
5565,"Onnens VD","Mit einem grossen Sprung von #Party_1_differenz_partei_staerke Prozentpunkten ist die #Party_1_partei_bezeichnung_de die stärkste Partei geworden in #Gemeinde_d. Die Partei erhielt #Party_1_partei_staerke Prozent der Wählerstimmen. Einen markanten Verlust musste die #Party_2_partei_bezeichnung_de in #Gemeinde_d hinnehmen: Die Partei verlor #Party_2_differenz_partei_staerke_abs Prozentpunkte gegenüber den Wahlen 2019 und liegt jetzt noch bei #Party_2_partei_staerke Prozent Wähleranteil. Das bedeutet dennoch Rang 2. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","Grüne"
5566,"Provence VD","Intro_unchanged_big_fall_percentage Zweitstärkste Partei in #Gemeinde_d ist die #Party_2_partei_staerke, die sich gegenüber den Wahlen 2019 um #Party_2_differenz_partei_staerke Prozentpunkte verbesserte. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
5568,"Sainte-Croix VD","In #Gemeinde_d ist neu die #Party_1_partei_bezeichnung_de die stimmenstärkste Partei. Sie holte #Party_1_partei_staerke Prozent aller Stimmen. Vor vier Jahren war die Partei noch auf Rang #Party_1_rank_in_commune_prev. Die #Party_2_partei_bezeichnung_de ist die zweitstärkste Kraft in der Gemeinde. Sie kommt auf #Party_2_partei_staerke Prozent (#Party_2_plus_minus_d). Third_big_jump_percentage","SVP"
5571,"Tévenon VD","Unverändert ist die #Party_1_partei_bezeichnung_de die stärkste Partei in #Gemeinde_d geblieben, mit #Party_1_partei_staerke Prozent (#Party_1_plus_minus_d). Mit einer markanten Verbesserung um #Party_2_differenz_partei_staerke Prozentpunkte ist die #Party_2_partei_bezeichnung_de die zweitstärkste Kraft in der Gemeinde. Ihr Wählerstimmenanteil liegt neu bei #Party_2_partei_staerke Prozent. Die #Party_3_partei_bezeichnung_de landete mit #Party_3_partei_staerke Prozent auf dem dritten Platz (Veränderung gegenüber 2019: #Party_3_plus_minus_d).","SVP"
