"ID","Gemeinde_fr","Tabelle_fr","Staerkste_Partei"
5706,"Borex (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r139tab_r2#6268AFtab_r3$td£$b£25.8%$/b£$/td£§-1.9$/td£$/tr£$tr£$td£PS$/td£tab_r134tab_r2#ea546ftab_r3$td£$b£22.9%$/b£$/td£§+8.7$/td£$/tr£$tr£$td£UDC$/td£tab_r129tab_r2#547d34tab_r3$td£$b£19.1%$/b£$/td£§-2.6$/td£$/tr£$tr£$td£PVL$/td£tab_r118tab_r2#cbd401tab_r3$td£$b£11.7%$/b£$/td£§-4.9$/td£$/tr£$tr£$td£Centre$/td£tab_r112tab_r2#f39f5etab_r3$td£$b£8.3%$/b£$/td£§+3.4$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.5%$/b£$/td£§-3.7$/td£$/tr£$tr£$td£Divers$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.7%$/b£$/td£§+1.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£296$/b£$br£Taux de participation: $b£44.6%$/b£ (-0.8%)","FDP"
5707,"Chavannes-de-Bogis (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r148tab_r2#547d34tab_r3$td£$b£32.2%$/b£$/td£§+8.2$/td£$/tr£$tr£$td£PLR$/td£tab_r141tab_r2#6268AFtab_r3$td£$b£27.5%$/b£$/td£§+3.6$/td£$/tr£$tr£$td£PS$/td£tab_r125tab_r2#ea546ftab_r3$td£$b£17.0%$/b£$/td£§-0.3$/td£$/tr£$tr£$td£PVL$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.4%$/b£$/td£§-0.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.1%$/b£$/td£§-5.4$/td£$/tr£$tr£$td£Centre$/td£tab_r19tab_r2#f39f5etab_r3$td£$b£6.3%$/b£$/td£§-0.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£227$/b£$br£Taux de participation: $b£34.9%$/b£ (-0.5%)","SVP"
5708,"Chavannes-des-Bois (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r148tab_r2#6268AFtab_r3$td£$b£32.1%$/b£$/td£§+4.5$/td£$/tr£$tr£$td£PS$/td£tab_r127tab_r2#ea546ftab_r3$td£$b£18.2%$/b£$/td£§+1.0$/td£$/tr£$tr£$td£UDC$/td£tab_r127tab_r2#547d34tab_r3$td£$b£17.9%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r118tab_r2#26b300tab_r3$td£$b£12.3%$/b£$/td£§-7.6$/td£$/tr£$tr£$td£PVL$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£8.7%$/b£$/td£§-4.7$/td£$/tr£$tr£$td£Centre$/td£tab_r111tab_r2#f39f5etab_r3$td£$b£7.4%$/b£$/td£§+2.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£201$/b£$br£Taux de participation: $b£43.6%$/b£ (+1.6%)","FDP"
5709,"Chéserex (VD)","Résultats non encore disponibles.","no_data"
5710,"Coinsins (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r140tab_r2#6268AFtab_r3$td£$b£26.5%$/b£$/td£§-3.0$/td£$/tr£$tr£$td£PS$/td£tab_r137tab_r2#ea546ftab_r3$td£$b£24.9%$/b£$/td£§+11.3$/td£$/tr£$tr£$td£UDC$/td£tab_r132tab_r2#547d34tab_r3$td£$b£21.4%$/b£$/td£§+0.8$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.2%$/b£$/td£§-6.4$/td£$/tr£$tr£$td£PVL$/td£tab_r115tab_r2#cbd401tab_r3$td£$b£9.9%$/b£$/td£§-2.8$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£132$/b£$br£Taux de participation: $b£40.6%$/b£ (-3.6%)","FDP"
5711,"Commugny (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r142tab_r2#6268AFtab_r3$td£$b£27.9%$/b£$/td£§-1.6$/td£$/tr£$tr£$td£UDC$/td£tab_r135tab_r2#547d34tab_r3$td£$b£23.3%$/b£$/td£§+3.4$/td£$/tr£$tr£$td£PVL$/td£tab_r123tab_r2#cbd401tab_r3$td£$b£15.5%$/b£$/td£§+0.4$/td£$/tr£$tr£$td£PS$/td£tab_r121tab_r2#ea546ftab_r3$td£$b£13.8%$/b£$/td£§+3.4$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r115tab_r2#26b300tab_r3$td£$b£10.2%$/b£$/td£§-5.1$/td£$/tr£$tr£$td£Centre$/td£tab_r17tab_r2#f39f5etab_r3$td£$b£4.4%$/b£$/td£§-0.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£662$/b£$br£Taux de participation: $b£47.8%$/b£ (+0.7%)","FDP"
5712,"Coppet (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r148tab_r2#6268AFtab_r3$td£$b£32.1%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£UDC$/td£tab_r126tab_r2#547d34tab_r3$td£$b£17.1%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£PS$/td£tab_r124tab_r2#ea546ftab_r3$td£$b£15.9%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£PVL$/td£tab_r121tab_r2#cbd401tab_r3$td£$b£14.0%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r114tab_r2#26b300tab_r3$td£$b£9.0%$/b£$/td£§-5.5$/td£$/tr£$tr£$td£Centre$/td£tab_r111tab_r2#f39f5etab_r3$td£$b£7.3%$/b£$/td£§+3.7$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£663$/b£$br£Taux de participation: $b£41.7%$/b£ (-4.7%)","FDP"
5713,"Crans-près-Céligny (VD)","Résultats non encore disponibles.","no_data"
5714,"Crassier (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r141tab_r2#6268AFtab_r3$td£$b£27.6%$/b£$/td£§-0.8$/td£$/tr£$tr£$td£UDC$/td£tab_r127tab_r2#547d34tab_r3$td£$b£17.9%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£PS$/td£tab_r123tab_r2#ea546ftab_r3$td£$b£15.5%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£PVL$/td£tab_r117tab_r2#cbd401tab_r3$td£$b£11.5%$/b£$/td£§-2.2$/td£$/tr£$tr£$td£Divers$/td£tab_r117tab_r2#bebebetab_r3$td£$b£11.4%$/b£$/td£§+8.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r111tab_r2#26b300tab_r3$td£$b£7.3%$/b£$/td£§-9.8$/td£$/tr£$tr£$td£Centre$/td£tab_r17tab_r2#f39f5etab_r3$td£$b£4.7%$/b£$/td£§+0.1$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£339$/b£$br£Taux de participation: $b£41.9%$/b£ (+3.3%)","FDP"
5715,"Duillier (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r141tab_r2#6268AFtab_r3$td£$b£27.0%$/b£$/td£§-1.7$/td£$/tr£$tr£$td£UDC$/td£tab_r130tab_r2#547d34tab_r3$td£$b£20.3%$/b£$/td£§-0.3$/td£$/tr£$tr£$td£PS$/td£tab_r125tab_r2#ea546ftab_r3$td£$b£16.6%$/b£$/td£§+3.0$/td£$/tr£$tr£$td£PVL$/td£tab_r123tab_r2#cbd401tab_r3$td£$b£15.1%$/b£$/td£§+4.1$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r115tab_r2#26b300tab_r3$td£$b£10.3%$/b£$/td£§-7.1$/td£$/tr£$tr£$td£Centre$/td£tab_r17tab_r2#f39f5etab_r3$td£$b£4.7%$/b£$/td£§+0.4$/td£$/tr£$tr£$td£Divers$/td£tab_r16tab_r2#bebebetab_r3$td£$b£4.1%$/b£$/td£§+1.6$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£280$/b£$br£Taux de participation: $b£41.2%$/b£ (-0.7%)","FDP"
5716,"Eysins (VD)","Résultats non encore disponibles.","no_data"
5717,"Founex (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r145tab_r2#6268AFtab_r3$td£$b£30.2%$/b£$/td£§-3.1$/td£$/tr£$tr£$td£UDC$/td£tab_r128tab_r2#547d34tab_r3$td£$b£18.8%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£PS$/td£tab_r121tab_r2#ea546ftab_r3$td£$b£13.8%$/b£$/td£§+2.8$/td£$/tr£$tr£$td£PVL$/td£tab_r120tab_r2#cbd401tab_r3$td£$b£13.2%$/b£$/td£§+0.8$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r116tab_r2#26b300tab_r3$td£$b£10.8%$/b£$/td£§-4.0$/td£$/tr£$tr£$td£Centre$/td£tab_r19tab_r2#f39f5etab_r3$td£$b£6.3%$/b£$/td£§+0.4$/td£$/tr£$tr£$td£Divers$/td£tab_r16tab_r2#bebebetab_r3$td£$b£4.1%$/b£$/td£§+3.0$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£691$/b£$br£Taux de participation: $b£40.0%$/b£ (-3.9%)","FDP"
5718,"Genolier (VD)","Résultats non encore disponibles.","no_data"
5719,"Gingins (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r139tab_r2#6268AFtab_r3$td£$b£25.8%$/b£$/td£§-3.1$/td£$/tr£$tr£$td£UDC$/td£tab_r134tab_r2#547d34tab_r3$td£$b£22.5%$/b£$/td£§+3.3$/td£$/tr£$tr£$td£PS$/td£tab_r130tab_r2#ea546ftab_r3$td£$b£19.8%$/b£$/td£§+3.2$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r115tab_r2#26b300tab_r3$td£$b£10.3%$/b£$/td£§-5.9$/td£$/tr£$tr£$td£PVL$/td£tab_r115tab_r2#cbd401tab_r3$td£$b£10.3%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£Centre$/td£tab_r19tab_r2#f39f5etab_r3$td£$b£6.3%$/b£$/td£§+2.6$/td£$/tr£$tr£$td£Divers$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.1%$/b£$/td£§-0.4$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£361$/b£$br£Taux de participation: $b£46.5%$/b£ (-2.0%)","FDP"
5720,"Givrins (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r147tab_r2#6268AFtab_r3$td£$b£31.3%$/b£$/td£§+2.3$/td£$/tr£$tr£$td£UDC$/td£tab_r125tab_r2#547d34tab_r3$td£$b£16.9%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r124tab_r2#26b300tab_r3$td£$b£15.9%$/b£$/td£§-6.5$/td£$/tr£$tr£$td£PS$/td£tab_r122tab_r2#ea546ftab_r3$td£$b£14.8%$/b£$/td£§+0.0$/td£$/tr£$tr£$td£PVL$/td£tab_r117tab_r2#cbd401tab_r3$td£$b£11.4%$/b£$/td£§-0.8$/td£$/tr£$tr£$td£Centre$/td£tab_r17tab_r2#f39f5etab_r3$td£$b£4.7%$/b£$/td£§+2.9$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£297$/b£$br£Taux de participation: $b£50.2%$/b£ (+0.3%)","FDP"
5721,"Gland (VD)","Résultats non encore disponibles.","no_data"
5722,"Grens (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r132tab_r2#547d34tab_r3$td£$b£21.2%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£PS$/td£tab_r131tab_r2#ea546ftab_r3$td£$b£20.8%$/b£$/td£§+6.3$/td£$/tr£$tr£$td£PLR$/td£tab_r130tab_r2#6268AFtab_r3$td£$b£20.0%$/b£$/td£§-4.4$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r119tab_r2#26b300tab_r3$td£$b£12.5%$/b£$/td£§-11.3$/td£$/tr£$tr£$td£Divers$/td£tab_r114tab_r2#bebebetab_r3$td£$b£9.5%$/b£$/td£§+7.8$/td£$/tr£$tr£$td£Centre$/td£tab_r110tab_r2#f39f5etab_r3$td£$b£6.6%$/b£$/td£§+2.2$/td£$/tr£$tr£$td£PVL$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.1%$/b£$/td£§+1.0$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£125$/b£$br£Taux de participation: $b£49.2%$/b£ (-0.4%)","SVP"
5723,"Mies (VD)","Résultats non encore disponibles.","no_data"
5724,"Nyon (VD)","Résultats non encore disponibles.","no_data"
5725,"Prangins (VD)","Résultats non encore disponibles.","no_data"
5726,"La Rippe (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r147tab_r2#6268AFtab_r3$td£$b£31.1%$/b£$/td£§+1.2$/td£$/tr£$tr£$td£PVL$/td£tab_r124tab_r2#cbd401tab_r3$td£$b£16.3%$/b£$/td£§+2.1$/td£$/tr£$tr£$td£UDC$/td£tab_r124tab_r2#547d34tab_r3$td£$b£15.8%$/b£$/td£§-0.7$/td£$/tr£$tr£$td£PS$/td£tab_r123tab_r2#ea546ftab_r3$td£$b£15.2%$/b£$/td£§+5.7$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r116tab_r2#26b300tab_r3$td£$b£10.4%$/b£$/td£§-9.2$/td£$/tr£$tr£$td£Centre$/td£tab_r110tab_r2#f39f5etab_r3$td£$b£6.4%$/b£$/td£§+3.2$/td£$/tr£$tr£$td£Divers$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.2%$/b£$/td£§+0.2$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£293$/b£$br£Taux de participation: $b£41.5%$/b£ (-3.2%)","FDP"
5727,"Saint-Cergue (VD)","tab_h_fr$tr£$td£PS$/td£tab_r137tab_r2#ea546ftab_r3$td£$b£24.7%$/b£$/td£§+9.6$/td£$/tr£$tr£$td£UDC$/td£tab_r135tab_r2#547d34tab_r3$td£$b£23.4%$/b£$/td£§+0.3$/td£$/tr£$tr£$td£PLR$/td£tab_r124tab_r2#6268AFtab_r3$td£$b£16.2%$/b£$/td£§-0.4$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r119tab_r2#26b300tab_r3$td£$b£12.7%$/b£$/td£§-5.0$/td£$/tr£$tr£$td£PVL$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£7.8%$/b£$/td£§-2.7$/td£$/tr£$tr£$td£Divers$/td£tab_r19tab_r2#bebebetab_r3$td£$b£5.7%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£Centre$/td£tab_r18tab_r2#f39f5etab_r3$td£$b£5.3%$/b£$/td£§-1.1$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£529$/b£$br£Taux de participation: $b£28.5%$/b£ (-5.1%)","SP"
5728,"Signy-Avenex (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r144tab_r2#6268AFtab_r3$td£$b£29.1%$/b£$/td£§-1.9$/td£$/tr£$tr£$td£UDC$/td£tab_r139tab_r2#547d34tab_r3$td£$b£26.3%$/b£$/td£§+4.0$/td£$/tr£$tr£$td£PS$/td£tab_r125tab_r2#ea546ftab_r3$td£$b£16.9%$/b£$/td£§+2.5$/td£$/tr£$tr£$td£PVL$/td£tab_r122tab_r2#cbd401tab_r3$td£$b£14.4%$/b£$/td£§+2.2$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r19tab_r2#26b300tab_r3$td£$b£5.9%$/b£$/td£§-7.5$/td£$/tr£$tr£$td£Centre$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£4.0%$/b£$/td£§+1.0$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£142$/b£$br£Taux de participation: $b£39.2%$/b£ (-5.5%)","FDP"
5729,"Tannay (VD)","Résultats non encore disponibles.","no_data"
5730,"Trélex (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r138tab_r2#6268AFtab_r3$td£$b£25.5%$/b£$/td£§+0.4$/td£$/tr£$tr£$td£PS$/td£tab_r128tab_r2#ea546ftab_r3$td£$b£18.9%$/b£$/td£§+4.9$/td£$/tr£$tr£$td£PVL$/td£tab_r127tab_r2#cbd401tab_r3$td£$b£17.8%$/b£$/td£§+4.7$/td£$/tr£$tr£$td£UDC$/td£tab_r123tab_r2#547d34tab_r3$td£$b£15.2%$/b£$/td£§-4.9$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r118tab_r2#26b300tab_r3$td£$b£12.0%$/b£$/td£§-5.9$/td£$/tr£$tr£$td£Centre$/td£tab_r110tab_r2#f39f5etab_r3$td£$b£6.7%$/b£$/td£§+2.4$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£438$/b£$br£Taux de participation: $b£49.0%$/b£ (-4.3%)","FDP"
5731,"Le Vaud (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r133tab_r2#547d34tab_r3$td£$b£21.7%$/b£$/td£§+4.7$/td£$/tr£$tr£$td£PS$/td£tab_r132tab_r2#ea546ftab_r3$td£$b£21.3%$/b£$/td£§+6.2$/td£$/tr£$tr£$td£PLR$/td£tab_r131tab_r2#6268AFtab_r3$td£$b£20.4%$/b£$/td£§+0.2$/td£$/tr£$tr£$td£PVL$/td£tab_r124tab_r2#cbd401tab_r3$td£$b£15.7%$/b£$/td£§+2.5$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r113tab_r2#26b300tab_r3$td£$b£8.7%$/b£$/td£§-10.7$/td£$/tr£$tr£$td£Centre$/td£tab_r19tab_r2#f39f5etab_r3$td£$b£6.1%$/b£$/td£§+1.2$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£419$/b£$br£Taux de participation: $b£49.6%$/b£ (+3.8%)","SVP"
5732,"Vich (VD)","tab_h_fr$tr£$td£PLR$/td£tab_r138tab_r2#6268AFtab_r3$td£$b£25.2%$/b£$/td£§+3.5$/td£$/tr£$tr£$td£UDC$/td£tab_r128tab_r2#547d34tab_r3$td£$b£18.5%$/b£$/td£§+3.2$/td£$/tr£$tr£$td£PS$/td£tab_r127tab_r2#ea546ftab_r3$td£$b£18.0%$/b£$/td£§-1.6$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r123tab_r2#26b300tab_r3$td£$b£15.4%$/b£$/td£§-1.2$/td£$/tr£$tr£$td£PVL$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£8.7%$/b£$/td£§-5.2$/td£$/tr£$tr£$td£Centre$/td£tab_r111tab_r2#f39f5etab_r3$td£$b£7.0%$/b£$/td£§+2.0$/td£$/tr£$tr£$td£Divers$/td£tab_r16tab_r2#bebebetab_r3$td£$b£4.1%$/b£$/td£§+0.0$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£228$/b£$br£Taux de participation: $b£37.4%$/b£ (+1.6%)","FDP"
5741,"L'Abergement (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r149tab_r2#547d34tab_r3$td£$b£32.9%$/b£$/td£§+0.4$/td£$/tr£$tr£$td£PS$/td£tab_r128tab_r2#ea546ftab_r3$td£$b£18.8%$/b£$/td£§-3.1$/td£$/tr£$tr£$td£PLR$/td£tab_r127tab_r2#6268AFtab_r3$td£$b£17.7%$/b£$/td£§+4.4$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r121tab_r2#26b300tab_r3$td£$b£14.2%$/b£$/td£§-6.2$/td£$/tr£$tr£$td£Centre$/td£tab_r18tab_r2#f39f5etab_r3$td£$b£5.6%$/b£$/td£§+4.9$/td£$/tr£$tr£$td£Divers$/td£tab_r16tab_r2#bebebetab_r3$td£$b£4.2%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£PST-POP$/td£tab_r16tab_r2#792a8ftab_r3$td£$b£3.8%$/b£$/td£§+0.3$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£108$/b£$br£Taux de participation: $b£57.0%$/b£ (+3.1%)","SVP"
5742,"Agiez (VD)","Résultats non encore disponibles.","no_data"
5743,"Arnex-sur-Orbe (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r140tab_r2#547d34tab_r3$td£$b£26.8%$/b£$/td£§+6.7$/td£$/tr£$tr£$td£PS$/td£tab_r136tab_r2#ea546ftab_r3$td£$b£24.0%$/b£$/td£§+5.7$/td£$/tr£$tr£$td£PLR$/td£tab_r126tab_r2#6268AFtab_r3$td£$b£17.5%$/b£$/td£§-11.0$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r121tab_r2#26b300tab_r3$td£$b£14.1%$/b£$/td£§-3.0$/td£$/tr£$tr£$td£PVL$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£8.4%$/b£$/td£§+2.6$/td£$/tr£$tr£$td£Centre$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£4.3%$/b£$/td£§+2.0$/td£$/tr£$tr£$td£PST-POP$/td£tab_r16tab_r2#792a8ftab_r3$td£$b£4.1%$/b£$/td£§-2.7$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£207$/b£$br£Taux de participation: $b£47.8%$/b£ (-3.6%)","SVP"
5744,"Ballaigues (VD)","Résultats non encore disponibles.","no_data"
5745,"Baulmes (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r141tab_r2#547d34tab_r3$td£$b£27.1%$/b£$/td£§-2.4$/td£$/tr£$tr£$td£PS$/td£tab_r134tab_r2#ea546ftab_r3$td£$b£22.6%$/b£$/td£§+3.8$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r127tab_r2#26b300tab_r3$td£$b£17.7%$/b£$/td£§-8.4$/td£$/tr£$tr£$td£PLR$/td£tab_r120tab_r2#6268AFtab_r3$td£$b£13.4%$/b£$/td£§+2.6$/td£$/tr£$tr£$td£PST-POP$/td£tab_r111tab_r2#792a8ftab_r3$td£$b£7.6%$/b£$/td£§+3.4$/td£$/tr£$tr£$td£PVL$/td£tab_r17tab_r2#cbd401tab_r3$td£$b£4.6%$/b£$/td£§+0.1$/td£$/tr£$tr£$td£Centre$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£4.2%$/b£$/td£§+3.0$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£328$/b£$br£Taux de participation: $b£39.0%$/b£ (-6.5%)","SVP"
5746,"Bavois (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r145tab_r2#547d34tab_r3$td£$b£29.9%$/b£$/td£§+1.7$/td£$/tr£$tr£$td£PS$/td£tab_r138tab_r2#ea546ftab_r3$td£$b£25.3%$/b£$/td£§+4.6$/td£$/tr£$tr£$td£PLR$/td£tab_r120tab_r2#6268AFtab_r3$td£$b£13.2%$/b£$/td£§-4.3$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r118tab_r2#26b300tab_r3$td£$b£12.1%$/b£$/td£§-4.6$/td£$/tr£$tr£$td£PVL$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£8.4%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£Centre$/td£tab_r19tab_r2#f39f5etab_r3$td£$b£5.7%$/b£$/td£§+3.6$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£261$/b£$br£Taux de participation: $b£40.1%$/b£ (-2.2%)","SVP"
5747,"Bofflens (VD)","Résultats non encore disponibles.","no_data"
5748,"Bretonnières (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r136tab_r2#547d34tab_r3$td£$b£24.3%$/b£$/td£§-4.4$/td£$/tr£$tr£$td£PS$/td£tab_r133tab_r2#ea546ftab_r3$td£$b£21.7%$/b£$/td£§+9.5$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r122tab_r2#26b300tab_r3$td£$b£14.8%$/b£$/td£§-10.3$/td£$/tr£$tr£$td£PLR$/td£tab_r121tab_r2#6268AFtab_r3$td£$b£14.3%$/b£$/td£§-1.0$/td£$/tr£$tr£$td£PVL$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£8.7%$/b£$/td£§+4.8$/td£$/tr£$tr£$td£Centre$/td£tab_r112tab_r2#f39f5etab_r3$td£$b£8.1%$/b£$/td£§+6.5$/td£$/tr£$tr£$td£PST-POP$/td£tab_r18tab_r2#792a8ftab_r3$td£$b£5.3%$/b£$/td£§+3.1$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£106$/b£$br£Taux de participation: $b£57.6%$/b£ (+5.1%)","SVP"
5749,"Chavornay (VD)","Résultats non encore disponibles.","no_data"
5750,"Les Clées (VD)","tab_h_fr$tr£$td£PS$/td£tab_r142tab_r2#ea546ftab_r3$td£$b£27.9%$/b£$/td£§+7.8$/td£$/tr£$tr£$td£PLR$/td£tab_r136tab_r2#6268AFtab_r3$td£$b£24.3%$/b£$/td£§+3.5$/td£$/tr£$tr£$td£UDC$/td£tab_r129tab_r2#547d34tab_r3$td£$b£19.1%$/b£$/td£§-7.1$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.3%$/b£$/td£§-6.0$/td£$/tr£$tr£$td£PST-POP$/td£tab_r113tab_r2#792a8ftab_r3$td£$b£8.8%$/b£$/td£§+8.3$/td£$/tr£$tr£$td£PVL$/td£tab_r16tab_r2#cbd401tab_r3$td£$b£4.3%$/b£$/td£§-5.4$/td£$/tr£$tr£$td£Centre$/td£tab_r15tab_r2#f39f5etab_r3$td£$b£3.1%$/b£$/td£§+2.6$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£73$/b£$br£Taux de participation: $b£53.9%$/b£ (-4.1%)","SP"
5752,"Croy (VD)","Résultats non encore disponibles.","no_data"
5754,"Juriens (VD)","Résultats non encore disponibles.","no_data"
5755,"Lignerolle (VD)","Résultats non encore disponibles.","no_data"
5756,"Montcherand (VD)","tab_h_fr$tr£$td£UDC$/td£tab_r151tab_r2#547d34tab_r3$td£$b£33.9%$/b£$/td£§+3.9$/td£$/tr£$tr£$td£PLR$/td£tab_r140tab_r2#6268AFtab_r3$td£$b£27.0%$/b£$/td£§+1.7$/td£$/tr£$tr£$td£PS$/td£tab_r119tab_r2#ea546ftab_r3$td£$b£13.0%$/b£$/td£§+1.1$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r113tab_r2#26b300tab_r3$td£$b£8.8%$/b£$/td£§-8.1$/td£$/tr£$tr£$td£PVL$/td£tab_r19tab_r2#cbd401tab_r3$td£$b£5.9%$/b£$/td£§-3.6$/td£$/tr£$tr£$td£PST-POP$/td£tab_r18tab_r2#792a8ftab_r3$td£$b£5.1%$/b£$/td£§+4.5$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£148$/b£$br£Taux de participation: $b£45.5%$/b£ (+3.2%)","SVP"
5757,"Orbe (VD)","Résultats non encore disponibles.","no_data"
5758,"La Praz (VD)","tab_h_fr$tr£$td£PS$/td£tab_r141tab_r2#ea546ftab_r3$td£$b£27.4%$/b£$/td£§+7.2$/td£$/tr£$tr£$td£UDC$/td£tab_r137tab_r2#547d34tab_r3$td£$b£24.7%$/b£$/td£§-12.4$/td£$/tr£$tr£$td£Vert-e-s$/td£tab_r122tab_r2#26b300tab_r3$td£$b£14.8%$/b£$/td£§-7.4$/td£$/tr£$tr£$td£PLR$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.1%$/b£$/td£§+0.7$/td£$/tr£$tr£$td£PVL$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£8.6%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£PST-POP$/td£tab_r111tab_r2#792a8ftab_r3$td£$b£7.6%$/b£$/td£§+6.9$/td£$/tr£$tr£$td£Centre$/td£tab_r17tab_r2#f39f5etab_r3$td£$b£4.8%$/b£$/td£§+4.2$/td£$/tr£$/table£$br£Bulletins de vote valables: $b£70$/b£$br£Taux de participation: $b£54.1%$/b£ (+7.0%)","SP"
5759,"Premier (VD)","Résultats non encore disponibles.","no_data"
