"ID","Gemeinde_de","Tabelle_de","Staerkste_Partei"
5560,"Grandevent VD","tab_h$tr£$td£SVP$/td£tab_r136tab_r2#547d34tab_r3$td£$b£23.8%$/b£$/td£§-2.7$/td£$/tr£$tr£$td£SP$/td£tab_r131tab_r2#ea546ftab_r3$td£$b£20.4%$/b£$/td£§-2.4$/td£$/tr£$tr£$td£Grüne$/td£tab_r129tab_r2#26b300tab_r3$td£$b£19.6%$/b£$/td£§-2.8$/td£$/tr£$tr£$td£FDP$/td£tab_r125tab_r2#6268AFtab_r3$td£$b£16.5%$/b£$/td£§+2.8$/td£$/tr£$tr£$td£Mitte$/td£tab_r18tab_r2#f39f5etab_r3$td£$b£5.6%$/b£$/td£§+3.9$/td£$/tr£$tr£$td£weitere$/td£tab_r17tab_r2#bebebetab_r3$td£$b£4.6%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£GLP$/td£tab_r15tab_r2#cbd401tab_r3$td£$b£3.6%$/b£$/td£§-3.7$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£75$/b£$br£Wahlbeteiligung: $b£48.8%$/b£ (+2.0%)","SVP"
5561,"Grandson VD","tab_h$tr£$td£FDP$/td£tab_r140tab_r2#6268AFtab_r3$td£$b£26.5%$/b£$/td£§+0.9$/td£$/tr£$tr£$td£SP$/td£tab_r136tab_r2#ea546ftab_r3$td£$b£24.1%$/b£$/td£§+4.6$/td£$/tr£$tr£$td£SVP$/td£tab_r130tab_r2#547d34tab_r3$td£$b£19.7%$/b£$/td£§+3.2$/td£$/tr£$tr£$td£Grüne$/td£tab_r121tab_r2#26b300tab_r3$td£$b£14.2%$/b£$/td£§-6.6$/td£$/tr£$tr£$td£GLP$/td£tab_r18tab_r2#cbd401tab_r3$td£$b£5.6%$/b£$/td£§-4.0$/td£$/tr£$tr£$td£PdA$/td£tab_r15tab_r2#792a8ftab_r3$td£$b£3.7%$/b£$/td£§+0.7$/td£$/tr£$tr£$td£Mitte$/td£tab_r15tab_r2#f39f5etab_r3$td£$b£3.6%$/b£$/td£§+2.3$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£883$/b£$br£Wahlbeteiligung: $b£40.4%$/b£ (-0.7%)","FDP"
5562,"Mauborget VD","tab_h$tr£$td£SVP$/td£tab_r171tab_r2#547d34tab_r3$td£$b£47.2%$/b£$/td£§+5.5$/td£$/tr£$tr£$td£Grüne$/td£tab_r123tab_r2#26b300tab_r3$td£$b£15.5%$/b£$/td£§-2.2$/td£$/tr£$tr£$td£SP$/td£tab_r122tab_r2#ea546ftab_r3$td£$b£14.4%$/b£$/td£§+3.6$/td£$/tr£$tr£$td£FDP$/td£tab_r121tab_r2#6268AFtab_r3$td£$b£13.9%$/b£$/td£§+0.1$/td£$/tr£$tr£$td£PdA$/td£tab_r15tab_r2#792a8ftab_r3$td£$b£3.5%$/b£$/td£§+1.2$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£58$/b£$br£Wahlbeteiligung: $b£60.6%$/b£ (+3.9%)","SVP"
5563,"Mutrux VD","tab_h$tr£$td£SVP$/td£tab_r157tab_r2#547d34tab_r3$td£$b£38.3%$/b£$/td£§-0.7$/td£$/tr£$tr£$td£SP$/td£tab_r135tab_r2#ea546ftab_r3$td£$b£23.6%$/b£$/td£§+1.0$/td£$/tr£$tr£$td£Grüne$/td£tab_r122tab_r2#26b300tab_r3$td£$b£14.4%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£FDP$/td£tab_r117tab_r2#6268AFtab_r3$td£$b£11.1%$/b£$/td£§-1.9$/td£$/tr£$tr£$td£Mitte$/td£tab_r15tab_r2#f39f5etab_r3$td£$b£3.5%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£weitere$/td£tab_r15tab_r2#bebebetab_r3$td£$b£3.5%$/b£$/td£§+0.1$/td£$/tr£$tr£$td£PdA$/td£tab_r15tab_r2#792a8ftab_r3$td£$b£3.1%$/b£$/td£§+2.4$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£48$/b£$br£Wahlbeteiligung: $b£46.2%$/b£ (+1.7%)","SVP"
5564,"Novalles VD","tab_h$tr£$td£SVP$/td£tab_r171tab_r2#547d34tab_r3$td£$b£47.1%$/b£$/td£§+13.5$/td£$/tr£$tr£$td£FDP$/td£tab_r130tab_r2#6268AFtab_r3$td£$b£19.8%$/b£$/td£§+4.0$/td£$/tr£$tr£$td£SP$/td£tab_r122tab_r2#ea546ftab_r3$td£$b£14.6%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£Grüne$/td£tab_r118tab_r2#26b300tab_r3$td£$b£11.7%$/b£$/td£§+0.0$/td£$/tr£$tr£$td£Mitte$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£4.2%$/b£$/td£§+4.2$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£35$/b£$br£Wahlbeteiligung: $b£48.6%$/b£ (-7.7%)","SVP"
5565,"Onnens VD","tab_h$tr£$td£SP$/td£tab_r141tab_r2#ea546ftab_r3$td£$b£27.0%$/b£$/td£§+4.2$/td£$/tr£$tr£$td£SVP$/td£tab_r131tab_r2#547d34tab_r3$td£$b£20.8%$/b£$/td£§+5.0$/td£$/tr£$tr£$td£FDP$/td£tab_r123tab_r2#6268AFtab_r3$td£$b£15.3%$/b£$/td£§+3.8$/td£$/tr£$tr£$td£Grüne$/td£tab_r121tab_r2#26b300tab_r3$td£$b£14.0%$/b£$/td£§-9.9$/td£$/tr£$tr£$td£GLP$/td£tab_r118tab_r2#cbd401tab_r3$td£$b£12.0%$/b£$/td£§-3.4$/td£$/tr£$tr£$td£PdA$/td£tab_r18tab_r2#792a8ftab_r3$td£$b£5.3%$/b£$/td£§+2.4$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£144$/b£$br£Wahlbeteiligung: $b£41.4%$/b£ (-2.3%)","SP"
5566,"Provence VD","tab_h$tr£$td£SVP$/td£tab_r167tab_r2#547d34tab_r3$td£$b£44.6%$/b£$/td£§+8.5$/td£$/tr£$tr£$td£SP$/td£tab_r123tab_r2#ea546ftab_r3$td£$b£15.4%$/b£$/td£§-8.4$/td£$/tr£$tr£$td£FDP$/td£tab_r122tab_r2#6268AFtab_r3$td£$b£14.8%$/b£$/td£§+6.0$/td£$/tr£$tr£$td£Grüne$/td£tab_r115tab_r2#26b300tab_r3$td£$b£9.9%$/b£$/td£§-8.8$/td£$/tr£$tr£$td£GLP$/td£tab_r111tab_r2#cbd401tab_r3$td£$b£7.3%$/b£$/td£§+1.0$/td£$/tr£$tr£$td£PdA$/td£tab_r15tab_r2#792a8ftab_r3$td£$b£3.6%$/b£$/td£§+1.9$/td£$/tr£$tr£$td£Mitte$/td£tab_r15tab_r2#f39f5etab_r3$td£$b£3.6%$/b£$/td£§+1.1$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£130$/b£$br£Wahlbeteiligung: $b£45.4%$/b£ (+3.5%)","SVP"
5568,"Sainte-Croix VD","tab_h$tr£$td£SVP$/td£tab_r150tab_r2#547d34tab_r3$td£$b£33.5%$/b£$/td£§+4.4$/td£$/tr£$tr£$td£SP$/td£tab_r145tab_r2#ea546ftab_r3$td£$b£29.8%$/b£$/td£§+3.7$/td£$/tr£$tr£$td£FDP$/td£tab_r124tab_r2#6268AFtab_r3$td£$b£16.1%$/b£$/td£§+1.6$/td£$/tr£$tr£$td£Grüne$/td£tab_r113tab_r2#26b300tab_r3$td£$b£8.9%$/b£$/td£§-7.0$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£1'328$/b£$br£Wahlbeteiligung: $b£41.6%$/b£ (-0.6%)","SVP"
5571,"Tévenon VD","tab_h$tr£$td£SP$/td£tab_r139tab_r2#ea546ftab_r3$td£$b£26.3%$/b£$/td£§+4.2$/td£$/tr£$tr£$td£SVP$/td£tab_r137tab_r2#547d34tab_r3$td£$b£24.8%$/b£$/td£§-2.8$/td£$/tr£$tr£$td£Grüne$/td£tab_r121tab_r2#26b300tab_r3$td£$b£13.8%$/b£$/td£§-9.3$/td£$/tr£$tr£$td£FDP$/td£tab_r119tab_r2#6268AFtab_r3$td£$b£12.8%$/b£$/td£§+1.5$/td£$/tr£$tr£$td£GLP$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£8.0%$/b£$/td£§+1.9$/td£$/tr£$tr£$td£PdA$/td£tab_r110tab_r2#792a8ftab_r3$td£$b£6.4%$/b£$/td£§+2.3$/td£$/tr£$tr£$td£Mitte$/td£tab_r18tab_r2#f39f5etab_r3$td£$b£5.3%$/b£$/td£§+3.1$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£239$/b£$br£Wahlbeteiligung: $b£41.2%$/b£ (-4.3%)","SP"
5581,"Belmont-sur-Lausanne VD","Resultat liegt noch nicht vor.","no_data"
5582,"Cheseaux-sur-Lausanne VD","Resultat liegt noch nicht vor.","no_data"
5583,"Crissier VD","Resultat liegt noch nicht vor.","no_data"
5584,"Epalinges VD","Resultat liegt noch nicht vor.","no_data"
5585,"Jouxtens-Mézery VD","tab_h$tr£$td£FDP$/td£tab_r144tab_r2#6268AFtab_r3$td£$b£29.4%$/b£$/td£§-2.2$/td£$/tr£$tr£$td£SVP$/td£tab_r128tab_r2#547d34tab_r3$td£$b£18.4%$/b£$/td£§+5.9$/td£$/tr£$tr£$td£SP$/td£tab_r126tab_r2#ea546ftab_r3$td£$b£17.3%$/b£$/td£§+3.4$/td£$/tr£$tr£$td£Grüne$/td£tab_r120tab_r2#26b300tab_r3$td£$b£13.5%$/b£$/td£§-7.1$/td£$/tr£$tr£$td£GLP$/td£tab_r117tab_r2#cbd401tab_r3$td£$b£11.4%$/b£$/td£§-0.5$/td£$/tr£$tr£$td£Mitte$/td£tab_r17tab_r2#f39f5etab_r3$td£$b£4.8%$/b£$/td£§+0.7$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£521$/b£$br£Wahlbeteiligung: $b£55.4%$/b£ (+1.9%)","FDP"
5586,"Lausanne VD","Resultat liegt noch nicht vor.","no_data"
5587,"Le Mont-sur-Lausanne VD","Resultat liegt noch nicht vor.","no_data"
5588,"Paudex VD","tab_h$tr£$td£FDP$/td£tab_r144tab_r2#6268AFtab_r3$td£$b£29.5%$/b£$/td£§-5.6$/td£$/tr£$tr£$td£SP$/td£tab_r137tab_r2#ea546ftab_r3$td£$b£24.6%$/b£$/td£§+7.6$/td£$/tr£$tr£$td£SVP$/td£tab_r125tab_r2#547d34tab_r3$td£$b£16.7%$/b£$/td£§+5.9$/td£$/tr£$tr£$td£Grüne$/td£tab_r116tab_r2#26b300tab_r3$td£$b£10.4%$/b£$/td£§-4.7$/td£$/tr£$tr£$td£GLP$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£8.0%$/b£$/td£§-3.1$/td£$/tr£$tr£$td£Mitte$/td£tab_r15tab_r2#f39f5etab_r3$td£$b£3.6%$/b£$/td£§-1.5$/td£$/tr£$tr£$td£PdA$/td£tab_r15tab_r2#792a8ftab_r3$td£$b£3.2%$/b£$/td£§+0.9$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£350$/b£$br£Wahlbeteiligung: $b£42.7%$/b£ (-3.1%)","FDP"
5589,"Prilly VD","Resultat liegt noch nicht vor.","no_data"
5590,"Pully VD","Resultat liegt noch nicht vor.","no_data"
5591,"Renens VD","Resultat liegt noch nicht vor.","no_data"
5592,"Romanel-sur-Lausanne VD","tab_h$tr£$td£SP$/td£tab_r146tab_r2#ea546ftab_r3$td£$b£30.8%$/b£$/td£§+8.4$/td£$/tr£$tr£$td£FDP$/td£tab_r134tab_r2#6268AFtab_r3$td£$b£22.5%$/b£$/td£§-3.1$/td£$/tr£$tr£$td£SVP$/td£tab_r129tab_r2#547d34tab_r3$td£$b£19.5%$/b£$/td£§+0.4$/td£$/tr£$tr£$td£Grüne$/td£tab_r116tab_r2#26b300tab_r3$td£$b£10.5%$/b£$/td£§-6.6$/td£$/tr£$tr£$td£GLP$/td£tab_r19tab_r2#cbd401tab_r3$td£$b£6.2%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£Mitte$/td£tab_r15tab_r2#f39f5etab_r3$td£$b£3.4%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£PdA$/td£tab_r15tab_r2#792a8ftab_r3$td£$b£3.3%$/b£$/td£§+0.3$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£836$/b£$br£Wahlbeteiligung: $b£37.1%$/b£ (-2.4%)","SP"
5601,"Chexbres VD","tab_h$tr£$td£FDP$/td£tab_r143tab_r2#6268AFtab_r3$td£$b£28.7%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£SP$/td£tab_r136tab_r2#ea546ftab_r3$td£$b£24.1%$/b£$/td£§+1.5$/td£$/tr£$tr£$td£SVP$/td£tab_r122tab_r2#547d34tab_r3$td£$b£14.4%$/b£$/td£§+0.2$/td£$/tr£$tr£$td£Grüne$/td£tab_r121tab_r2#26b300tab_r3$td£$b£14.0%$/b£$/td£§-5.6$/td£$/tr£$tr£$td£GLP$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£9.0%$/b£$/td£§-0.9$/td£$/tr£$tr£$td£Mitte$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£3.8%$/b£$/td£§+2.2$/td£$/tr£$tr£$td£PdA$/td£tab_r15tab_r2#792a8ftab_r3$td£$b£3.1%$/b£$/td£§+1.2$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£640$/b£$br£Wahlbeteiligung: $b£47.3%$/b£ (+0.2%)","FDP"
5604,"Forel (Lavaux) VD","Resultat liegt noch nicht vor.","no_data"
5606,"Lutry VD","Resultat liegt noch nicht vor.","no_data"
5607,"Puidoux VD","Resultat liegt noch nicht vor.","no_data"
5609,"Rivaz VD","tab_h$tr£$td£FDP$/td£tab_r147tab_r2#6268AFtab_r3$td£$b£31.5%$/b£$/td£§-0.1$/td£$/tr£$tr£$td£SP$/td£tab_r130tab_r2#ea546ftab_r3$td£$b£20.2%$/b£$/td£§+5.6$/td£$/tr£$tr£$td£SVP$/td£tab_r124tab_r2#547d34tab_r3$td£$b£16.0%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£Grüne$/td£tab_r118tab_r2#26b300tab_r3$td£$b£12.0%$/b£$/td£§-2.4$/td£$/tr£$tr£$td£GLP$/td£tab_r112tab_r2#cbd401tab_r3$td£$b£8.0%$/b£$/td£§-5.4$/td£$/tr£$tr£$td£Mitte$/td£tab_r18tab_r2#f39f5etab_r3$td£$b£5.3%$/b£$/td£§+1.9$/td£$/tr£$tr£$td£PdA$/td£tab_r16tab_r2#792a8ftab_r3$td£$b£3.8%$/b£$/td£§+2.3$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£140$/b£$br£Wahlbeteiligung: $b£58.8%$/b£ (+1.2%)","FDP"
5610,"Saint-Saphorin (Lavaux) VD","tab_h$tr£$td£SP$/td£tab_r138tab_r2#ea546ftab_r3$td£$b£25.3%$/b£$/td£§+7.5$/td£$/tr£$tr£$td£FDP$/td£tab_r137tab_r2#6268AFtab_r3$td£$b£24.8%$/b£$/td£§+0.4$/td£$/tr£$tr£$td£Grüne$/td£tab_r120tab_r2#26b300tab_r3$td£$b£13.5%$/b£$/td£§-6.2$/td£$/tr£$tr£$td£GLP$/td£tab_r116tab_r2#cbd401tab_r3$td£$b£10.5%$/b£$/td£§-0.3$/td£$/tr£$tr£$td£SVP$/td£tab_r114tab_r2#547d34tab_r3$td£$b£9.1%$/b£$/td£§-3.1$/td£$/tr£$tr£$td£Mitte$/td£tab_r110tab_r2#f39f5etab_r3$td£$b£6.8%$/b£$/td£§+1.5$/td£$/tr£$tr£$td£PdA$/td£tab_r19tab_r2#792a8ftab_r3$td£$b£6.3%$/b£$/td£§+1.3$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£129$/b£$br£Wahlbeteiligung: $b£52.1%$/b£ (-4.2%)","SP"
5611,"Savigny VD","tab_h$tr£$td£FDP$/td£tab_r147tab_r2#6268AFtab_r3$td£$b£31.4%$/b£$/td£§-2.3$/td£$/tr£$tr£$td£SP$/td£tab_r131tab_r2#ea546ftab_r3$td£$b£20.8%$/b£$/td£§+5.5$/td£$/tr£$tr£$td£SVP$/td£tab_r125tab_r2#547d34tab_r3$td£$b£16.9%$/b£$/td£§+2.0$/td£$/tr£$tr£$td£Grüne$/td£tab_r123tab_r2#26b300tab_r3$td£$b£15.2%$/b£$/td£§-5.3$/td£$/tr£$tr£$td£GLP$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.8%$/b£$/td£§-0.6$/td£$/tr£$tr£$td£Mitte$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£4.0%$/b£$/td£§+1.6$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£1'044$/b£$br£Wahlbeteiligung: $b£49.5%$/b£ (-0.3%)","FDP"
5613,"Bourg-en-Lavaux VD","Resultat liegt noch nicht vor.","no_data"
5621,"Aclens VD","tab_h$tr£$td£FDP$/td£tab_r137tab_r2#6268AFtab_r3$td£$b£24.8%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£SVP$/td£tab_r134tab_r2#547d34tab_r3$td£$b£22.7%$/b£$/td£§+0.7$/td£$/tr£$tr£$td£SP$/td£tab_r132tab_r2#ea546ftab_r3$td£$b£21.5%$/b£$/td£§+0.0$/td£$/tr£$tr£$td£Grüne$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.6%$/b£$/td£§-4.6$/td£$/tr£$tr£$td£Mitte$/td£tab_r112tab_r2#f39f5etab_r3$td£$b£7.8%$/b£$/td£§+7.3$/td£$/tr£$tr£$td£GLP$/td£tab_r110tab_r2#cbd401tab_r3$td£$b£6.8%$/b£$/td£§-2.7$/td£$/tr£$tr£$td£PdA$/td£tab_r15tab_r2#792a8ftab_r3$td£$b£3.5%$/b£$/td£§-0.8$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£164$/b£$br£Wahlbeteiligung: $b£48.4%$/b£ (+2.0%)","FDP"
5622,"Bremblens VD","tab_h$tr£$td£SVP$/td£tab_r146tab_r2#547d34tab_r3$td£$b£30.5%$/b£$/td£§+4.8$/td£$/tr£$tr£$td£FDP$/td£tab_r139tab_r2#6268AFtab_r3$td£$b£26.1%$/b£$/td£§-4.1$/td£$/tr£$tr£$td£SP$/td£tab_r120tab_r2#ea546ftab_r3$td£$b£13.1%$/b£$/td£§+3.6$/td£$/tr£$tr£$td£GLP$/td£tab_r119tab_r2#cbd401tab_r3$td£$b£12.6%$/b£$/td£§+1.5$/td£$/tr£$tr£$td£Grüne$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.5%$/b£$/td£§-6.4$/td£$/tr£$tr£$td£Mitte$/td£tab_r18tab_r2#f39f5etab_r3$td£$b£5.1%$/b£$/td£§+4.2$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£177$/b£$br£Wahlbeteiligung: $b£44.3%$/b£ (-3.0%)","SVP"
5623,"Buchillon VD","tab_h$tr£$td£FDP$/td£tab_r146tab_r2#6268AFtab_r3$td£$b£30.5%$/b£$/td£§-9.0$/td£$/tr£$tr£$td£SVP$/td£tab_r128tab_r2#547d34tab_r3$td£$b£18.8%$/b£$/td£§+3.9$/td£$/tr£$tr£$td£SP$/td£tab_r124tab_r2#ea546ftab_r3$td£$b£16.2%$/b£$/td£§+4.3$/td£$/tr£$tr£$td£Grüne$/td£tab_r118tab_r2#26b300tab_r3$td£$b£12.1%$/b£$/td£§-1.9$/td£$/tr£$tr£$td£GLP$/td£tab_r118tab_r2#cbd401tab_r3$td£$b£12.0%$/b£$/td£§+2.3$/td£$/tr£$tr£$td£Mitte$/td£tab_r17tab_r2#f39f5etab_r3$td£$b£4.5%$/b£$/td£§+2.4$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£219$/b£$br£Wahlbeteiligung: $b£55.6%$/b£ (-1.5%)","FDP"
5624,"Bussigny VD","Resultat liegt noch nicht vor.","no_data"
5627,"Chavannes-près-Renens VD","Resultat liegt noch nicht vor.","no_data"
5628,"Chigny VD","tab_h$tr£$td£FDP$/td£tab_r143tab_r2#6268AFtab_r3$td£$b£28.9%$/b£$/td£§-7.4$/td£$/tr£$tr£$td£SP$/td£tab_r128tab_r2#ea546ftab_r3$td£$b£18.4%$/b£$/td£§+4.6$/td£$/tr£$tr£$td£GLP$/td£tab_r127tab_r2#cbd401tab_r3$td£$b£17.7%$/b£$/td£§+7.5$/td£$/tr£$tr£$td£Grüne$/td£tab_r125tab_r2#26b300tab_r3$td£$b£16.9%$/b£$/td£§+0.1$/td£$/tr£$tr£$td£SVP$/td£tab_r116tab_r2#547d34tab_r3$td£$b£11.0%$/b£$/td£§-4.7$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£113$/b£$br£Wahlbeteiligung: $b£45.7%$/b£ (-3.0%)","FDP"
5629,"Clarmont VD","tab_h$tr£$td£SP$/td£tab_r146tab_r2#ea546ftab_r3$td£$b£31.0%$/b£$/td£§+8.6$/td£$/tr£$tr£$td£SVP$/td£tab_r137tab_r2#547d34tab_r3$td£$b£24.9%$/b£$/td£§+9.9$/td£$/tr£$tr£$td£FDP$/td£tab_r130tab_r2#6268AFtab_r3$td£$b£19.8%$/b£$/td£§+5.1$/td£$/tr£$tr£$td£Grüne$/td£tab_r116tab_r2#26b300tab_r3$td£$b£10.7%$/b£$/td£§-16.1$/td£$/tr£$tr£$td£GLP$/td£tab_r113tab_r2#cbd401tab_r3$td£$b£8.9%$/b£$/td£§-5.8$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£57$/b£$br£Wahlbeteiligung: $b£41.3%$/b£ (+3.2%)","SP"
5631,"Denens VD","tab_h$tr£$td£FDP$/td£tab_r149tab_r2#6268AFtab_r3$td£$b£32.9%$/b£$/td£§+3.5$/td£$/tr£$tr£$td£SVP$/td£tab_r131tab_r2#547d34tab_r3$td£$b£21.0%$/b£$/td£§+2.7$/td£$/tr£$tr£$td£SP$/td£tab_r125tab_r2#ea546ftab_r3$td£$b£17.0%$/b£$/td£§-1.4$/td£$/tr£$tr£$td£GLP$/td£tab_r115tab_r2#cbd401tab_r3$td£$b£9.8%$/b£$/td£§-1.0$/td£$/tr£$tr£$td£Grüne$/td£tab_r115tab_r2#26b300tab_r3$td£$b£9.7%$/b£$/td£§-9.6$/td£$/tr£$tr£$td£Mitte$/td£tab_r16tab_r2#f39f5etab_r3$td£$b£4.3%$/b£$/td£§+3.0$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£257$/b£$br£Wahlbeteiligung: $b£51.8%$/b£ (-0.6%)","FDP"
5632,"Denges VD","Resultat liegt noch nicht vor.","no_data"
5633,"Echandens VD","Resultat liegt noch nicht vor.","no_data"
5634,"Echichens VD","tab_h$tr£$td£FDP$/td£tab_r135tab_r2#6268AFtab_r3$td£$b£23.3%$/b£$/td£§-0.3$/td£$/tr£$tr£$td£SVP$/td£tab_r132tab_r2#547d34tab_r3$td£$b£21.5%$/b£$/td£§+0.6$/td£$/tr£$tr£$td£SP$/td£tab_r129tab_r2#ea546ftab_r3$td£$b£19.6%$/b£$/td£§+4.0$/td£$/tr£$tr£$td£Grüne$/td£tab_r122tab_r2#26b300tab_r3$td£$b£14.7%$/b£$/td£§-3.9$/td£$/tr£$tr£$td£GLP$/td£tab_r117tab_r2#cbd401tab_r3$td£$b£11.3%$/b£$/td£§-1.6$/td£$/tr£$tr£$td£Mitte$/td£tab_r17tab_r2#f39f5etab_r3$td£$b£4.5%$/b£$/td£§+2.0$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£976$/b£$br£Wahlbeteiligung: $b£48.7%$/b£ (-0.7%)","FDP"
5635,"Ecublens VD","Resultat liegt noch nicht vor.","no_data"
5636,"Etoy VD","tab_h$tr£$td£SP$/td£tab_r138tab_r2#ea546ftab_r3$td£$b£25.1%$/b£$/td£§+5.0$/td£$/tr£$tr£$td£FDP$/td£tab_r137tab_r2#6268AFtab_r3$td£$b£24.9%$/b£$/td£§-1.3$/td£$/tr£$tr£$td£SVP$/td£tab_r122tab_r2#547d34tab_r3$td£$b£14.7%$/b£$/td£§+1.3$/td£$/tr£$tr£$td£GLP$/td£tab_r122tab_r2#cbd401tab_r3$td£$b£14.6%$/b£$/td£§+2.5$/td£$/tr£$tr£$td£Grüne$/td£tab_r117tab_r2#26b300tab_r3$td£$b£11.3%$/b£$/td£§-8.6$/td£$/tr£$tr£$td£Mitte$/td£tab_r18tab_r2#f39f5etab_r3$td£$b£5.5%$/b£$/td£§+2.6$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£704$/b£$br£Wahlbeteiligung: $b£44.6%$/b£ (-2.8%)","SP"
5637,"Lavigny VD","Resultat liegt noch nicht vor.","no_data"
5638,"Lonay VD","Resultat liegt noch nicht vor.","no_data"
5639,"Lully VD","tab_h$tr£$td£FDP$/td£tab_r142tab_r2#6268AFtab_r3$td£$b£28.2%$/b£$/td£§-1.1$/td£$/tr£$tr£$td£SP$/td£tab_r138tab_r2#ea546ftab_r3$td£$b£25.0%$/b£$/td£§+8.2$/td£$/tr£$tr£$td£GLP$/td£tab_r120tab_r2#cbd401tab_r3$td£$b£13.0%$/b£$/td£§-0.4$/td£$/tr£$tr£$td£Grüne$/td£tab_r118tab_r2#26b300tab_r3$td£$b£12.3%$/b£$/td£§-7.4$/td£$/tr£$tr£$td£SVP$/td£tab_r118tab_r2#547d34tab_r3$td£$b£11.7%$/b£$/td£§+1.5$/td£$/tr£$tr£$td£Mitte$/td£tab_r17tab_r2#f39f5etab_r3$td£$b£4.7%$/b£$/td£§+1.3$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£266$/b£$br£Wahlbeteiligung: $b£49.3%$/b£ (+0.1%)","FDP"
5640,"Lussy-sur-Morges VD","tab_h$tr£$td£FDP$/td£tab_r133tab_r2#6268AFtab_r3$td£$b£22.3%$/b£$/td£§-7.6$/td£$/tr£$tr£$td£Grüne$/td£tab_r130tab_r2#26b300tab_r3$td£$b£19.9%$/b£$/td£§+2.0$/td£$/tr£$tr£$td£SP$/td£tab_r127tab_r2#ea546ftab_r3$td£$b£17.9%$/b£$/td£§+0.5$/td£$/tr£$tr£$td£GLP$/td£tab_r120tab_r2#cbd401tab_r3$td£$b£13.2%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£SVP$/td£tab_r118tab_r2#547d34tab_r3$td£$b£12.0%$/b£$/td£§-1.6$/td£$/tr£$tr£$td£Mitte$/td£tab_r19tab_r2#f39f5etab_r3$td£$b£6.0%$/b£$/td£§+2.9$/td£$/tr£$tr£$td£PdA$/td£tab_r18tab_r2#792a8ftab_r3$td£$b£5.4%$/b£$/td£§+1.0$/td£$/tr£$/table£$br£Gültige Wahlzettel: $b£251$/b£$br£Wahlbeteiligung: $b£55.2%$/b£ (+4.0%)","FDP"
5642,"Morges VD","Resultat liegt noch nicht vor.","no_data"
