"ID","Gemeinde_de","Text_de","Staerkste_Partei"
6631,"Onex GE","Mit einem grossen Sprung von +13,9 Prozentpunkten sind die <b>Grünen</b> neu die stärkste Partei in Onex. Die Partei erhält 23,1 Prozent der Wählerstimmen.<br><br>Auf dem zweiten Platz in der Gemeinde liegt die <b>SP</b>. Die Partei erreicht einen Wählerstimmenanteil von 16,7 Prozent (-4,7 Prozentpunkte).<br><br>Die <b>SVP</b> verliert -5,2 Prozentpunkte und damit so viele Stimmen, dass sie mit einem Wähleranteil von 15 Prozent nur noch auf dem dritten Platz landet.","Grüne"
6632,"Perly-Certoux GE","Mit einem grossen Sprung von +17,7 Prozentpunkten sind die <b>Grünen</b> neu die stärkste Partei in Perly-Certoux. Die Partei erhält 26,8 Prozent der Wählerstimmen.<br><br>Zweitstärkste Partei ist die <b>SVP</b> mit 17,6 Prozent (-3 Prozentpunkte gegenüber 2019).<br><br>Auf dem dritten Platz landet die <b>FDP</b> mit 15 Prozent der Stimmen. Das bedeutet eine Veränderung von -2,5 Prozentpunkten gegenüber 2019. ","Grüne"
6633,"Plan-les-Ouates GE","Mit einem grossen Sprung von +13,8 Prozentpunkten sind die <b>Grünen</b> neu die stärkste Partei in Plan-les-Ouates. Die Partei erhält 24 Prozent der Wählerstimmen.<br><br>Auf dem zweiten Platz in der Gemeinde liegt die <b>FDP</b>. Die Partei erreicht einen Wählerstimmenanteil von 18,8 Prozent (-1,7 Prozentpunkte).<br><br>Die <b>SVP</b> sichert sich den dritten Platz, mit einem Wähleranteil von 14 Prozent (Veränderung gegenüber 2019: -2,2 Prozentpunkte).","Grüne"
6634,"Pregny-Chambésy GE","In Pregny-Chambésy verliert die <b>FDP</b> zwar deutlich an Stimmen. Die Partei bleibt dennoch die stärkste Kraft und kommt neu auf einen Wähleranteil von 30 Prozent (-11,2 Prozentpunkte).<br><br>Die <b>Grünen</b> steigern sich mit einem Plus von +10,7 Prozentpunkte stark. Die Partei belegt nun den zweiten Platz in der Gemeinde. Der Wählerstimmenanteil beträgt neu 21 Prozent.<br><br>Der dritte Platz geht an die <b>SVP</b>. Die Partei erreicht 13,6 Prozent der Stimmen (Veränderung von -2,8 Prozentpunkten gegenüber 2019).","FDP"
6635,"PresinGE","Die <b>Grünen</b> festigen in Presinge ihre dominierende Rolle. Im Vergleich zu den Wahlen 2019 kann die Partei ihren Wähleranteil um +8,6 Prozentpunkte steigern und erreicht nun 30,7 Prozent.<br><br>Die <b>FDP</b> ist die zweitstärkste Kraft in der Gemeinde. Die Partei kommt auf 18,3 Prozent (-2,4 Prozentpunkte).<br><br>Den dritten Platz belegt die <b>SVP</b>. Die Partei erzielt einen Wähleranteil von 13,8 Prozent (Veränderung gegenüber 2019: -2,6 Prozentpunkte).","Grüne"
6636,"PuplinGE","Die <b>Grünen</b> festigen in Puplinge ihre dominierende Rolle. Im Vergleich zu den Wahlen 2019 kann die Partei ihren Wähleranteil um +10,8 Prozentpunkte steigern und erreicht nun 31,1 Prozent.<br><br>Die <b>FDP</b> belegt in der Gemeinde den zweiten Platz mit einem Wählerstimmenanteil von 15,9 Prozent (-4,5 Prozentpunkte).<br><br>Der dritte Platz geht an die <b>SVP</b>. Die Partei erreicht 15,5 Prozent der Stimmen (Veränderung von -1,6 Prozentpunkten gegenüber 2019).","Grüne"
6637,"Russin GE","Ganz knapp bleibt die <b>FDP</b> die grösste Partei in Russin. Die Partei holt 29,7 Prozent der Stimmen und hält damit ihren Vorsprung, mit 0,9 Prozentpunkten, vor den <b>Grünen</b>. Diese müssen sich mit 28,8 Prozent und Platz zwei begnügen. Die Veränderungen gegenüber 2019: <b>FDP</b>: -1,4 Prozentpunkte; Grüne: +20,1 Prozentpunkte.<br><br>Mit einem Wähleranteil von zehn Prozent belegt die <b>SVP</b> den dritten Platz (Veränderung gegenüber 2019: -4,1 Prozentpunkte).","FDP"
6638,"Satigny GE","Die <b>Grünen</b> erhöhen ihren Stimmenanteil in Satigny um +12,6 Prozentpunkte deutlich und wird damit zur stärksten politischen Kraft. Am Ende holt die Partei 25,3 Prozent der Wählerstimmen.<br><br>Die <b>FDP</b> verliert mit einem Minus von -5,7 Prozentpunkten gegenüber den Wahlen 2019 sehr viele Wählerstimmen. Trotzdem liegt die Partei mit einem Wähleranteil von 21,5 Prozent noch auf dem zweiten Platz.<br><br>Die <b>SVP</b> verliert -7,1 Prozentpunkte und damit so viele Stimmen, dass sie mit einem Wähleranteil von 13,6 Prozent nur noch auf dem dritten Platz landet.","Grüne"
6639,"Soral GE","Die <b>Grünen</b> erhöhen ihren Stimmenanteil in Soral um +17,2 Prozentpunkte deutlich und wird damit zur stärksten politischen Kraft. Am Ende holt die Partei 24,7 Prozent der Wählerstimmen.<br><br>Auf dem zweiten Platz in der Gemeinde liegt die <b>FDP</b>. Die Partei erreicht einen Wählerstimmenanteil von 24 Prozent (+0,5 Prozentpunkte).<br><br>Die <b>Mitte</b> verliert -12,7 Prozentpunkte und damit so viele Stimmen, dass sie mit einem Wähleranteil von 16,4 Prozent nur noch auf dem dritten Platz landet.<br><br>Speziell: In keiner anderen Gemeinde des Kantons schneidet die <b>GLP</b> schwächer ab (ohne Kleinstgemeinden).","Grüne"
6640,"Thônex GE","Die <b>Grünen</b> erhöhen ihren Stimmenanteil in Thônex um +10,8 Prozentpunkte deutlich und wird damit zur stärksten politischen Kraft. Am Ende holt die Partei 21,6 Prozent der Wählerstimmen.<br><br>Die <b>FDP</b> belegt in der Gemeinde den zweiten Platz mit einem Wählerstimmenanteil von 20,9 Prozent (-4,2 Prozentpunkte).<br><br>Die <b>SVP</b> sichert sich den dritten Platz, mit einem Wähleranteil von 16,6 Prozent (Veränderung gegenüber 2019: -4,2 Prozentpunkte).","Grüne"
6641,"Troinex GE","In Troinex bleibt die <b>FDP</b> die stimmenstärkste Partei. Die Partei holt 32,1 Prozent aller Stimmen (-2,4 Prozentpunkte).<br><br>Mit einer markanten Verbesserung um +14,7 Prozentpunkte sind die <b>Grünen</b> die zweitstärkste Kraft in der Gemeinde. Der Wählerstimmenanteil der Partei liegt neu bei 27,3 Prozent.<br><br>Die <b>Mitte</b> sichert sich den dritten Platz, mit einem Wähleranteil von 9,4 Prozent (Veränderung gegenüber 2019: -3,8 Prozentpunkte).<br><br>Speziell: In keiner anderen Gemeinde des Kantons schneidet die <b>SVP</b> schwächer ab (ohne Kleinstgemeinden).","FDP"
6642,"Vandoeuvres GE","In Vandoeuvres bleibt die <b>FDP</b> unangefochten die stärkste Partei. Sie vereinigt bei den Nationalratswahlen 42 Prozent der Stimmen (-2,1 Prozentpunkte) auf sich, 23,1 Prozentpunkte mehr als die zweitplatzierte <b>SVP</b> (18,9 Prozent, -2 Prozentpunkte).<br><br>Mit einem deutlichen Anstieg von +7,7 Prozentpunkten gegenüber den letzten Wahlen können sich die <b>Grünen</b> ihren Platz als drittgrösste Partei in der Gemeinde sichern. Der Wähleranteil liegt nun bei 16,8 Prozent.<br><br>Speziell: In keiner anderen Gemeinde des Kantons schneidet die <b>SP</b> schwächer ab (ohne Kleinstgemeinden).","FDP"
6643,"Vernier GE","Die <b>Grünen</b> erhöhen ihren Stimmenanteil in Vernier um +10,9 Prozentpunkte deutlich und wird damit zur stärksten politischen Kraft. Am Ende holt die Partei 21,3 Prozent der Wählerstimmen.<br><br>In der Gemeinde landet die <b>SP</b> auf dem zweiten Platz. Die Partei erreicht einen Wählerstimmenanteil von 21,1 Prozent (-3 Prozentpunkte). <br><br>Die <b>SVP</b> sichert sich den dritten Platz, mit einem Wähleranteil von 15,7 Prozent (Veränderung gegenüber 2019: -5 Prozentpunkte).<br><br>Besonders ist: Die <b>SP</b> erreicht in der Gemeinde das höchste Resultat des gesamten Kantons (ohne Kleinstgemeinden).","Grüne"
6644,"Versoix GE","Mit einem grossen Sprung von +16,6 Prozentpunkten sind die <b>Grünen</b> neu die stärkste Partei in Versoix. Die Partei erhält 29,9 Prozent der Wählerstimmen.<br><br>In der Gemeinde landet die <b>FDP</b> auf dem zweiten Platz. Die Partei erreicht einen Wählerstimmenanteil von 16,6 Prozent (-3,1 Prozentpunkte). <br><br>Auf dem dritten Platz landet die <b>SVP</b> mit 14 Prozent der Stimmen. Das bedeutet eine Veränderung von -4,8 Prozentpunkten gegenüber 2019. ","Grüne"
6645,"Veyrier GE","Keine Änderung an der Spitze in Veyrier: Die <b>FDP</b> holt wie vor vier Jahren die meisten Stimmen (28,5 Prozent, -2,7 Prozentpunkte).<br><br>Die <b>Grünen</b> steigern sich mit einem Plus von +11,6 Prozentpunkte stark. Die Partei belegt nun den zweiten Platz in der Gemeinde. Der Wählerstimmenanteil beträgt neu 21,7 Prozent.<br><br>Die <b>SVP</b> muss sich mit dem dritten Platz begnügen. Die Partei erreicht nur noch 12,7 Prozent der Stimmen und damit -5,2 Prozentpunkte weniger als vor vier Jahren.","FDP"
6702,"Boécourt JU","Die Wählerinnen und Wähler von Boécourt stimmen am meisten für die C<b>SP</b> (110 Stimmen), gefolgt von der <b>SP</b> (109 Stimmen) und den <b>Grünen</b> (97 Stimmen).<br><br>","CSP"
6703,"Bourrignon JU","In Bourrignon steht die <b>SVP</b> mit 74 Stimmen an erster Stelle. Dahinter folgen die <b>Mitte</b> mit 54 Stimmen und die <b>SP</b> mit 42 Stimmen.<br><br>","SVP"
6704,"Châtillon JU","In Châtillon JU sind die drei Parteien mit den meisten Stimmen die <b>Mitte</b>, die <b>SP</b> und die <b>SVP</b>. Sie erzielen 121, 75 respektive 45 Stimmen.<br><br>","Mitte"
6706,"Courchapoix JU","Die Wählerinnen und Wähler von Courchapoix stimmen am meisten für die <b>SP</b> (86 Stimmen), gefolgt von der <b>Mitte</b> (53 Stimmen) und den <b>Grünen</b> (48 Stimmen).<br><br>","SP"
6708,"Courrendlin JU","In Courrendlin bleibt die <b>SP</b> die stimmenstärkste Partei. Die Partei holt 37,7 Prozent aller Stimmen (+7,5 Prozentpunkte).<br><br>Zweitstärkste Partei ist die <b>SVP</b> mit 20,1 Prozent (-1,9 Prozentpunkte gegenüber 2019).<br><br>Die <b>Grünen</b> verzeichnen einen deutlichen Zuwachs. Die Partei belegt nun den dritten Platz in der Gemeinde und erreicht neu einen Wähleranteil von 14,3 Prozent. Das sind +7,4 Prozentpunkte mehr als im Vergleich zu den letzten Wahlen.","SP"
6709,"Courroux JU","Die <b>SP</b> kann ihre Position als dominierende politische Kraft in Courroux beibehalten, mit einem Wähleranteil von 30,9 Prozent (+1,9 Prozentpunkte).<br><br>Zweitstärkste Partei ist die <b>SVP</b> mit 21,5 Prozent (-0,7 Prozentpunkte gegenüber 2019).<br><br>Mit einem deutlichen Anstieg von +8,4 Prozentpunkten gegenüber den letzten Wahlen können sich die <b>Grünen</b> ihren Platz als drittgrösste Partei in der Gemeinde sichern. Der Wähleranteil liegt nun bei 14,9 Prozent.","SP"
6710,"Courtételle JU","Die <b>SP</b> kann ihre Position als dominierende politische Kraft in Courtételle beibehalten, mit einem Wähleranteil von 31,3 Prozent (+0,2 Prozentpunkte).<br><br>Die <b>Mitte</b> belegt in der Gemeinde den zweiten Platz mit einem Wählerstimmenanteil von 20,1 Prozent (-1,3 Prozentpunkte).<br><br>Die <b>Grünen</b> verzeichnen einen deutlichen Zuwachs. Die Partei belegt nun den dritten Platz in der Gemeinde und erreicht neu einen Wähleranteil von 16 Prozent. Das sind +9,2 Prozentpunkte mehr als im Vergleich zu den letzten Wahlen.","SP"
6711,"Delsberg JU","In Delsberg bleibt die <b>SP</b> die stimmenstärkste Partei. Die Partei holt 33,7 Prozent aller Stimmen (+1,1 Prozentpunkte).<br><br>Die <b>Grünen</b> steigern sich mit einem Plus von +11,6 Prozentpunkte stark. Die Partei belegt nun den zweiten Platz in der Gemeinde. Der Wählerstimmenanteil beträgt neu 21,7 Prozent.<br><br>Mit einem Wähleranteil von 16,6 Prozent belegt die <b>Mitte</b> den dritten Platz (Veränderung gegenüber 2019: -1,8 Prozentpunkte).","SP"
6712,"Develier JU","Bei der Stimmenauszählung in Develier gibt es für die <b>Mitte</b> 198 und für die <b>SP</b> 161 Stimmen. Die C<b>SP</b> kommt auf 151 Stimmen.<br><br>","Mitte"
6713,"Ederswiler JU","Die Stimmberechtigten der Gemeinde Ederswiler geben am meisten Stimmen der <b>SVP</b> (50 Stimmen). Dahinter folgen die <b>Mitte</b> (14 Stimmen) und die <b>Grünen</b> (6 Stimmen).<br><br>","SVP"
6715,"Mervelier JU","In Mervelier verteilen die Wahlberechtigten ihre Stimmen auf die <b>SP</b> (103 Stimmen), die <b>SVP</b> (63 Stimmen) und die <b>Mitte</b> (60 Stimmen).<br><br>","SP"
6716,"Mettembert JU","In Mettembert steht die <b>Mitte</b> mit 30 Stimmen an erster Stelle. Dahinter folgen die <b>SP</b> mit 24 Stimmen und die <b>Grünen</b> mit 17 Stimmen.<br><br>Aussergewöhnlich ist: Die Gemeinde kann die höchste Wahlbeteiligung des ganzen Kantons verzeichnen: 63,3 Prozent.","Mitte"
6718,"Movelier JU","Bei der Stimmenauszählung in Movelier gibt es für die <b>SVP</b> 104 und für die <b>Grünen</b> 60 Stimmen. Die <b>Mitte</b> kommt auf 53 Stimmen.<br><br>","SVP"
6719,"Pleigne JU","Die Wahlberechtigten in Pleigne geben der <b>SVP</b> 72, der <b>Mitte</b> 68 und der <b>SP</b> 48 Stimmen.<br><br>","SVP"
6721,"Rossemaison JU","Die Stimmberechtigten der Gemeinde Rossemaison geben am meisten Stimmen der <b>SP</b> (117 Stimmen). Dahinter folgen die <b>Grünen</b> (93 Stimmen) und die <b>SVP</b> (83 Stimmen).<br><br>","SP"
6722,"Saulcy JU","Die drei führenden Parteien in Saulcy sind die C<b>SP</b> mit 63 Stimmen, die <b>Mitte</b> mit 50 Stimmen und die <b>SVP</b> mit 39 Stimmen.<br><br>","CSP"
6724,"Soyhières JU","Bei der Stimmenauszählung in Soyhières gibt es für die <b>SVP</b> 157 und für die <b>SP</b> 47 Stimmen. Die <b>Grünen</b> kommen auf 40 Stimmen.<br><br>","SVP"
6729,"Haute-Sorne JU","Mit einem grossen Sprung von +10,5 Prozentpunkten ist die <b>SP</b> neu die stärkste Partei in Haute-Sorne. Die Partei erhält 30,8 Prozent der Wählerstimmen.<br><br>Mit einem Wählerstimmenanteil von 19,8 Prozent (-1,6 Prozentpunkte) ist die <b>Mitte</b> die zweitstärkste Kraft in der Gemeinde.<br><br>Auf dem dritten Platz landet die <b>SVP</b> mit 14,9 Prozent der Stimmen. Das bedeutet eine Veränderung von +1 Prozentpunkten gegenüber 2019. ","SP"
6730,"Val Terbi JU","In Val Terbi behält die <b>SP</b> ihren Status als stärkste politische Kraft. Die Partei sichert sich einen Wähleranteil von 27,9 Prozent (+1,6 Prozentpunkte).<br><br>Die <b>Mitte</b> belegt in der Gemeinde den zweiten Platz mit einem Wählerstimmenanteil von 23,2 Prozent (-1,2 Prozentpunkte).<br><br>Deutlich zulegen können die <b>Grünen</b>. Die Partei ist die drittstärkste Kraft in der Gemeinde und kommt neu auf einen Wähleranteil von 15,9 Prozent, was einer Zunahme von +9,1 Prozentpunkten gegenüber der letzten Wahl entspricht.","SP"
6741,"Le Bémont JU","In Le Bémont JU steht die <b>Mitte</b> mit 87 Stimmen an erster Stelle. Dahinter folgen die <b>SVP</b> mit 63 Stimmen und die <b>SP</b> mit 59 Stimmen.<br><br>","Mitte"
6742,"Les Bois JU","In Les Bois steht die <b>Grünen</b> mit 146 Stimmen an erster Stelle. Dahinter folgen die <b>Mitte</b> mit 133 Stimmen und die <b>SP</b> mit 130 Stimmen.<br><br>Erwähnenswert ist, dass die Gemeinde die tiefeste Wahlbeteiligung des ganzen Kantons aufweist: 34,2 Prozent.","Grüne"
6743,"Les Breuleux JU","Die <b>SP</b> erhöht ihren Stimmenanteil in Les Breuleux um +7,7 Prozentpunkte deutlich und wird damit zur stärksten politischen Kraft. Am Ende holt die Partei 30 Prozent der Wählerstimmen.<br><br>Trotz einem Minus von -12,1 Prozentpunkten gegenüber den Wahlen 2019 belegt die <b>FDP</b> immer noch den zweiten Platz. Dies dank eines Wähleranteils von 21,7 Prozent.<br><br>Mit einem deutlichen Anstieg von +12,1 Prozentpunkten gegenüber den letzten Wahlen können sich die <b>Grünen</b> ihren Platz als drittgrösste Partei in der Gemeinde sichern. Der Wähleranteil liegt nun bei 16,9 Prozent.","SP"
6744,"La Chaux-des-Breuleux JU","Bei der Stimmenauszählung in La Chaux-des-Breuleux gibt es für die <b>Mitte</b> 21 und für die <b>Grünen</b> 13 Stimmen. Die <b>SVP</b> kommt auf elf Stimmen.<br><br>","Mitte"
6745,"Les Enfers JU","Die Wählerinnen und Wähler von Les Enfers stimmen am meisten für die <b>Grünen</b> (46 Stimmen), gefolgt von der <b>Mitte</b> (33 Stimmen) und der <b>SP</b> (25 Stimmen).<br><br>","Grüne"
6748,"Les Genevez JU","Eine Besonderheit gibt es in Les Genevez JU: Die <b>FDP</b> und die <b>SP</b> sind genau gleich stark. Mit je 23,2 Prozent kommen beide Parteien auf den gleichen Wähleranteil.<br><br>Auf dem dritten Platz landet die <b>Mitte</b> mit 14,2 Prozent der Stimmen. Das bedeutet eine Veränderung von -3,9 Prozentpunkten gegenüber 2019. ","FDP"
6750,"Lajoux JU","Die Wahlberechtigten in Lajoux JU geben der <b>SP</b> 165, den <b>Grünen</b> 88 und der <b>Mitte</b> 64 Stimmen.<br><br>","SP"
6751,"Montfaucon JU","Die Stimmberechtigten der Gemeinde Montfaucon geben am meisten Stimmen der <b>Mitte</b> (91 Stimmen). Dahinter folgen die <b>Grünen</b> (78 Stimmen) und die <b>SP</b> (73 Stimmen).<br><br>","Mitte"
6753,"Muriaux JU","Die Wahlberechtigten der Gemeinde Muriaux verteilen die meisten ihrer Stimmen an die folgenden drei Parteien: Die <b>FDP</b> erhält 92 Stimmen, die <b>SVP</b> 77 Stimmen und die <b>Mitte</b> 71 Stimmen.<br><br>","FDP"
6754,"Le Noirmont JU","Mit einem grossen Sprung von +8,2 Prozentpunkten ist die <b>SP</b> neu die stärkste Partei in Le Noirmont. Die Partei erhält 33,9 Prozent der Wählerstimmen.<br><br>Die <b>Mitte</b> ist die zweitstärkste Kraft in der Gemeinde. Die Partei kommt auf 17,2 Prozent (+1,3 Prozentpunkte).<br><br>Die <b>Grünen</b> verzeichnen einen deutlichen Zuwachs. Die Partei belegt nun den dritten Platz in der Gemeinde und erreicht neu einen Wähleranteil von 16,2 Prozent. Das sind +8,9 Prozentpunkte mehr als im Vergleich zu den letzten Wahlen.","SP"
6757,"Saignelégier JU","Mit einem grossen Sprung von +7,7 Prozentpunkten ist die <b>SP</b> neu die stärkste Partei in Saignelégier. Die Partei erhält 32,4 Prozent der Wählerstimmen.<br><br>Die <b>Mitte</b> verliert mit einem Minus von -5,1 Prozentpunkten gegenüber den Wahlen 2019 sehr viele Wählerstimmen. Trotzdem liegt die Partei mit einem Wähleranteil von 20,1 Prozent noch auf dem zweiten Platz.<br><br>Mit einem deutlichen Anstieg von +7,7 Prozentpunkten gegenüber den letzten Wahlen können sich die <b>Grünen</b> ihren Platz als drittgrösste Partei in der Gemeinde sichern. Der Wähleranteil liegt nun bei 16,8 Prozent.","SP"
6758,"Saint-Brais JU","In Saint-Brais vereinigen die <b>Mitte</b>, die <b>SVP</b> und die <b>Grünen</b> die meisten Wählerstimmen auf sich. Sie erzielen 59, 55 respektive 31 Stimmen.<br><br>","Mitte"
6759,"Soubey JU","Die Wahlberechtigten der Gemeinde Soubey verteilen die meisten ihrer Stimmen an die folgenden drei Parteien: Die <b>SVP</b> erhält 30 Stimmen, die <b>Mitte</b> 29 Stimmen und die <b>SP</b> 15 Stimmen.<br><br>","SVP"
6771,"Alle JU","In Alle ist die <b>Mitte</b> weiterhin mit deutlichem Abstand die grösste Partei. Sie holt 46,1 Prozent der Stimmen, 30,7 Prozentpunkte mehr als die nächstgrössere Partei.<br><br>Die <b>SVP</b> landet mit 12,1 Prozent auf dem dritten Platz (Veränderung gegenüber 2019: +4 Prozentpunkte).","Mitte"
6773,"Beurnevésin JU","In der Gemeinde Beurnevésin holt sich die <b>Mitte</b> am meisten Stimmen (25 Stimmen). Dahinter folgen die <b>SP</b> (18 Stimmen) und die <b>SVP</b> (16 Stimmen).<br><br>","Mitte"
6774,"Boncourt JU","Trotz beträchtlicher Stimmenverluste in Boncourt bleibt die <b>Mitte</b> die vorherrschende Kraft. Die Partei erreicht neu noch einen Wähleranteil von 35,1 Prozent (-9,8 Prozentpunkte).<br><br>Mit einem Wählerstimmenanteil von 26,5 Prozent (+3,7 Prozentpunkte) ist die <b>SP</b> die zweitstärkste Kraft in der Gemeinde.<br><br>Die <b>SVP</b> verzeichnet einen deutlichen Zuwachs. Die Partei belegt nun den dritten Platz in der Gemeinde und erreicht neu einen Wähleranteil von 13,7 Prozent. Das sind +5,4 Prozentpunkte mehr als im Vergleich zu den letzten Wahlen.","Mitte"
6775,"Bonfol JU","In Bonfol sind die drei Parteien mit den meisten Stimmen die <b>SVP</b>, die <b>Mitte</b> und die <b>SP</b>. Sie erzielen 139, 101 respektive 91 Stimmen.<br><br>","SVP"
